order_id,event_id,event_version,order_timestamp_utc,region_code,category_code,currency_code,gross_amount,customer_segment,source_updated_at,ingested_at
SO-202608-00165,CDC-00000165,1,2026-08-06T00:06:28Z,ON,DEV,CAD,1419.96,Enterprise,2026-08-06T00:06:52Z,2026-09-26T17:30:00Z
SO-202608-00166,CDC-00000166,1,2026-08-06T00:12:43Z,QC,SVC,CAD,1253.55,Consumer,2026-08-06T00:21:25Z,2026-09-26T17:30:00Z
SO-202608-00167,CDC-00000167,1,2026-08-06T00:53:27Z,QC,DEV,CAD,1107.6,Enterprise,2026-08-06T01:02:23Z,2026-09-26T17:30:00Z
SO-202608-00168,CDC-00000168,1,2026-08-06T03:22:38Z,QC,DEV,CAD,2331.72,Consumer,2026-08-06T03:24:05Z,2026-09-26T17:30:00Z
SO-202608-00169,CDC-00000169,1,2026-08-06T03:27:27Z,BC,SVC,CAD,443.98,SMB,2026-08-06T03:31:33Z,2026-09-26T17:30:00Z
SO-202608-00170,CDC-00000170,1,2026-08-06T03:40:05Z,AB,ACC,CAD,36.66,Consumer,2026-08-06T03:48:16Z,2026-09-26T17:30:00Z
SO-202608-00171,CDC-00000171,1,2026-08-06T05:28:22Z,BC,SVC,CAD,1194.79,Consumer,2026-08-06T05:33:54Z,2026-09-26T17:30:00Z
SO-202608-00172,CDC-00000172,1,2026-08-06T05:40:18Z,ON,ACC,CAD,85.52,SMB,2026-08-06T05:43:16Z,2026-09-26T17:30:00Z
SO-202608-00173,CDC-00000173,1,2026-08-06T05:51:02Z,QC,ACC,CAD,166.65,Enterprise,2026-08-06T05:53:08Z,2026-09-26T17:30:00Z
SO-202608-00174,CDC-00000174,1,2026-08-06T06:22:53Z,BC,ACC,CAD,181.5,SMB,2026-08-06T06:26:18Z,2026-09-26T17:30:00Z
SO-202608-00175,CDC-00000175,1,2026-08-06T07:03:09Z,ON,SVC,CAD,1015.1,SMB,2026-08-06T07:07:27Z,2026-09-26T17:30:00Z
SO-202608-00176,CDC-00000176,1,2026-08-06T07:04:45Z,ON,SVC,CAD,263.33,Enterprise,2026-08-06T07:05:16Z,2026-09-26T17:30:00Z
SO-202608-00177,CDC-00000177,1,2026-08-06T07:05:45Z,ON,DEV,CAD,352.01,SMB,2026-08-06T07:11:01Z,2026-09-26T17:30:00Z
SO-202608-00178,CDC-00000178,1,2026-08-06T08:03:03Z,ON,DEV,CAD,1401.19,Consumer,2026-08-06T08:09:42Z,2026-09-26T17:30:00Z
SO-202608-00179,CDC-00000179,1,2026-08-06T08:37:51Z,ON,ACC,USD,206.09,Consumer,2026-08-06T08:44:09Z,2026-09-26T17:30:00Z
SO-202608-00180,CDC-00000180,1,2026-08-06T09:29:23Z,QC,ACC,CAD,192.84,Enterprise,2026-08-06T09:33:13Z,2026-09-26T17:30:00Z
SO-202608-00181,CDC-00000181,1,2026-08-06T10:04:18Z,QC,ACC,CAD,157.52,Consumer,2026-08-06T10:06:06Z,2026-09-26T17:30:00Z
SO-202608-00182,CDC-00000182,1,2026-08-06T10:48:55Z,ON,SVC,CAD,211.59,Consumer,2026-08-06T10:53:36Z,2026-09-26T17:30:00Z
SO-202608-00183,CDC-00000183,1,2026-08-06T13:18:57Z,AB,SVC,USD,1358.83,Enterprise,2026-08-06T13:20:37Z,2026-09-26T17:30:00Z
SO-202608-00184,CDC-00000184,1,2026-08-06T14:40:32Z,ON,SVC,CAD,962.61,Consumer,2026-08-06T14:42:08Z,2026-09-26T17:30:00Z
SO-202608-00185,CDC-00000185,1,2026-08-06T16:10:32Z,BC,DEV,CAD,1284.68,Enterprise,2026-08-06T16:17:02Z,2026-09-26T17:30:00Z
SO-202608-00186,CDC-00000186,1,2026-08-06T16:24:47Z,ON,DEV,CAD,1613.41,Enterprise,2026-08-06T16:27:15Z,2026-09-26T17:30:00Z
SO-202608-00187,CDC-00000187,1,2026-08-06T16:44:51Z,ON,SVC,CAD,1381.11,Enterprise,2026-08-06T16:46:23Z,2026-09-26T17:30:00Z
SO-202608-00188,CDC-00000188,1,2026-08-06T18:00:30Z,AB,SVC,CAD,342.11,Enterprise,2026-08-06T18:01:20Z,2026-09-26T17:30:00Z
SO-202608-00189,CDC-00000189,1,2026-08-06T18:53:19Z,ON,SVC,CAD,256.48,Consumer,2026-08-06T18:57:12Z,2026-09-26T17:30:00Z
SO-202608-00190,CDC-00000190,1,2026-08-06T19:21:31Z,BC,ACC,CAD,181.32,Enterprise,2026-08-06T19:26:44Z,2026-09-26T17:30:00Z
SO-202608-00191,CDC-00000191,1,2026-08-06T19:53:01Z,BC,DEV,CAD,568.11,Consumer,2026-08-06T20:02:40Z,2026-09-26T17:30:00Z
SO-202608-00192,CDC-00000192,1,2026-08-06T21:26:52Z,QC,DEV,CAD,2026.39,Consumer,2026-08-06T21:32:26Z,2026-09-26T17:30:00Z
SO-202608-00193,CDC-00000193,1,2026-08-06T21:33:28Z,ON,DEV,CAD,1731.2,Consumer,2026-08-06T21:42:02Z,2026-09-26T17:30:00Z
SO-202608-00194,CDC-00000194,1,2026-08-06T22:51:31Z,AB,DEV,CAD,2293.64,SMB,2026-08-06T22:57:36Z,2026-09-26T17:30:00Z
SO-202608-00195,CDC-00000195,1,2026-08-07T00:07:22Z,QC,ACC,CAD,184.37,Consumer,2026-08-07T00:14:33Z,2026-09-26T17:30:00Z
SO-202608-00196,CDC-00000196,1,2026-08-07T00:42:30Z,QC,SVC,CAD,867.43,Consumer,2026-08-07T00:51:06Z,2026-09-26T17:30:00Z
SO-202608-00197,CDC-00000197,1,2026-08-07T01:08:54Z,ON,ACC,CAD,91.79,Enterprise,2026-08-07T01:16:40Z,2026-09-26T17:30:00Z
SO-202608-00198,CDC-00000198,1,2026-08-07T02:02:43Z,AB,ACC,CAD,170.57,Consumer,2026-08-07T02:09:35Z,2026-09-26T17:30:00Z
SO-202608-00199,CDC-00000199,1,2026-08-07T02:09:30Z,ON,ACC,CAD,30.19,Enterprise,2026-08-07T02:16:15Z,2026-09-26T17:30:00Z
SO-202608-00200,CDC-00000200,1,2026-08-07T02:15:30Z,ON,DEV,CAD,1507.89,SMB,2026-08-07T02:18:57Z,2026-09-26T17:30:00Z
SO-202608-00201,CDC-00000201,1,2026-08-07T03:17:23Z,ON,SVC,CAD,384.44,Consumer,2026-08-07T03:19:57Z,2026-09-26T17:30:00Z
SO-202608-00202,CDC-00000202,1,2026-08-07T03:46:09Z,ON,SVC,USD,928.95,Enterprise,2026-08-07T03:50:23Z,2026-09-26T17:30:00Z
SO-202608-00203,CDC-00000203,1,2026-08-07T03:57:55Z,QC,ACC,CAD,125.99,Enterprise,2026-08-07T04:00:30Z,2026-09-26T17:30:00Z
SO-202608-00204,CDC-00000204,1,2026-08-07T04:06:56Z,BC,ACC,CAD,55.36,Enterprise,2026-08-07T04:08:45Z,2026-09-26T17:30:00Z
SO-202608-00205,CDC-00000205,1,2026-08-07T06:15:02Z,ON,DEV,USD,1892.37,SMB,2026-08-07T06:23:01Z,2026-09-26T17:30:00Z
SO-202608-00206,CDC-00000206,1,2026-08-07T06:19:20Z,ON,DEV,CAD,715.71,Enterprise,2026-08-07T06:23:26Z,2026-09-26T17:30:00Z
SO-202608-00207,CDC-00000207,1,2026-08-07T07:26:14Z,ON,DEV,CAD,1398.21,SMB,2026-08-07T07:28:15Z,2026-09-26T17:30:00Z
SO-202608-00208,CDC-00000208,1,2026-08-07T07:26:42Z,ON,DEV,CAD,1923.38,Consumer,2026-08-07T07:34:49Z,2026-09-26T17:30:00Z
SO-202608-00209,CDC-00000209,1,2026-08-07T07:50:00Z,AB,DEV,CAD,2289.96,Enterprise,2026-08-07T07:53:27Z,2026-09-26T17:30:00Z
SO-202608-00210,CDC-00000210,1,2026-08-07T10:15:03Z,AB,DEV,CAD,807.06,Enterprise,2026-08-07T10:24:02Z,2026-09-26T17:30:00Z
SO-202608-00211,CDC-00000211,1,2026-08-07T10:21:37Z,ON,ACC,CAD,160.42,Consumer,2026-08-07T10:28:40Z,2026-09-26T17:30:00Z
SO-202608-00212,CDC-00000212,1,2026-08-07T11:50:46Z,ON,ACC,CAD,112.08,SMB,2026-08-07T11:52:59Z,2026-09-26T17:30:00Z
SO-202608-00213,CDC-00000213,1,2026-08-07T12:08:29Z,BC,DEV,CAD,1672.85,SMB,2026-08-07T12:10:46Z,2026-09-26T17:30:00Z
SO-202608-00214,CDC-00000214,1,2026-08-07T12:53:43Z,AB,ACC,CAD,123.23,Consumer,2026-08-07T12:53:46Z,2026-09-26T17:30:00Z
SO-202608-00215,CDC-00000215,1,2026-08-07T13:01:37Z,ON,DEV,CAD,2372.21,SMB,2026-08-07T13:10:37Z,2026-09-26T17:30:00Z
SO-202608-00216,CDC-00000216,1,2026-08-07T13:36:47Z,QC,DEV,CAD,1559.96,Consumer,2026-08-07T13:44:16Z,2026-09-26T17:30:00Z
SO-202608-00217,CDC-00000217,1,2026-08-07T14:54:02Z,QC,DEV,CAD,1303.84,Consumer,2026-08-07T14:54:04Z,2026-09-26T17:30:00Z
SO-202608-00218,CDC-00000218,1,2026-08-07T15:15:02Z,AB,DEV,CAD,1970.24,SMB,2026-08-07T15:23:46Z,2026-09-26T17:30:00Z
SO-202608-00219,CDC-00000219,1,2026-08-07T15:19:00Z,ON,SVC,CAD,651.95,Enterprise,2026-08-07T15:22:37Z,2026-09-26T17:30:00Z
SO-202608-00220,CDC-00000220,1,2026-08-07T17:01:25Z,QC,SVC,CAD,829.77,SMB,2026-08-07T17:07:40Z,2026-09-26T17:30:00Z
SO-202608-00221,CDC-00000221,1,2026-08-07T17:17:58Z,ON,ACC,CAD,183.61,SMB,2026-08-07T17:25:59Z,2026-09-26T17:30:00Z
SO-202608-00222,CDC-00000222,1,2026-08-07T17:27:18Z,BC,ACC,CAD,167.26,Consumer,2026-08-07T17:31:18Z,2026-09-26T17:30:00Z
SO-202608-00223,CDC-00000223,1,2026-08-07T17:27:55Z,AB,SVC,CAD,1152.98,Enterprise,2026-08-07T17:32:07Z,2026-09-26T17:30:00Z
SO-202608-00224,CDC-00000224,1,2026-08-07T18:23:13Z,QC,DEV,CAD,1385.04,Enterprise,2026-08-07T18:30:02Z,2026-09-26T17:30:00Z
SO-202608-00225,CDC-00000225,1,2026-08-07T18:56:35Z,ON,ACC,CAD,102.13,Enterprise,2026-08-07T19:05:44Z,2026-09-26T17:30:00Z
SO-202608-00226,CDC-00000226,1,2026-08-07T19:19:00Z,BC,ACC,CAD,96.23,SMB,2026-08-07T19:23:37Z,2026-09-26T17:30:00Z
SO-202608-00227,CDC-00000227,1,2026-08-07T19:39:14Z,QC,DEV,CAD,767.58,Enterprise,2026-08-07T19:44:13Z,2026-09-26T17:30:00Z
SO-202608-00228,CDC-00000228,1,2026-08-07T21:11:43Z,ON,DEV,CAD,1647.42,Enterprise,2026-08-07T21:17:12Z,2026-09-26T17:30:00Z
SO-202608-00229,CDC-00000229,1,2026-08-07T21:15:40Z,ON,DEV,CAD,829.33,Enterprise,2026-08-07T21:20:21Z,2026-09-26T17:30:00Z
SO-202608-00230,CDC-00000230,1,2026-08-07T23:02:23Z,ON,DEV,CAD,1802.24,SMB,2026-08-07T23:04:17Z,2026-09-26T17:30:00Z
SO-202608-00231,CDC-00000231,1,2026-08-07T23:50:44Z,ON,DEV,USD,1025.25,SMB,2026-08-07T23:55:14Z,2026-09-26T17:30:00Z
SO-202608-00232,CDC-00000232,1,2026-08-08T00:00:07Z,ON,DEV,CAD,481.8,Enterprise,2026-08-08T00:03:27Z,2026-09-26T17:30:00Z
SO-202608-00233,CDC-00000233,1,2026-08-08T00:01:06Z,AB,DEV,CAD,2210.54,Consumer,2026-08-08T00:04:45Z,2026-09-26T17:30:00Z
SO-202608-00234,CDC-00000234,1,2026-08-08T01:52:53Z,BC,DEV,CAD,1740.21,SMB,2026-08-08T02:00:03Z,2026-09-26T17:30:00Z
SO-202608-00235,CDC-00000235,1,2026-08-08T02:41:13Z,QC,ACC,CAD,27.26,Consumer,2026-08-08T02:50:36Z,2026-09-26T17:30:00Z
SO-202608-00236,CDC-00000236,1,2026-08-08T03:41:34Z,AB,DEV,CAD,2244.42,Consumer,2026-08-08T03:43:20Z,2026-09-26T17:30:00Z
SO-202608-00237,CDC-00000237,1,2026-08-08T03:51:37Z,AB,DEV,CAD,682.74,Enterprise,2026-08-08T04:00:01Z,2026-09-26T17:30:00Z
SO-202608-00238,CDC-00000238,1,2026-08-08T04:00:23Z,AB,SVC,CAD,928.43,SMB,2026-08-08T04:09:40Z,2026-09-26T17:30:00Z
SO-202608-00239,CDC-00000239,1,2026-08-08T04:32:17Z,BC,ACC,CAD,120.77,Consumer,2026-08-08T04:40:05Z,2026-09-26T17:30:00Z
SO-202608-00240,CDC-00000240,1,2026-08-08T05:35:41Z,BC,ACC,CAD,55.49,Consumer,2026-08-08T05:42:22Z,2026-09-26T17:30:00Z
SO-202608-00241,CDC-00000241,1,2026-08-08T05:55:28Z,ON,SVC,USD,1305.75,SMB,2026-08-08T06:04:20Z,2026-09-26T17:30:00Z
SO-202608-00242,CDC-00000242,1,2026-08-08T06:55:33Z,QC,SVC,CAD,492.23,Enterprise,2026-08-08T07:01:16Z,2026-09-26T17:30:00Z
SO-202608-00243,CDC-00000243,1,2026-08-08T06:56:57Z,ON,ACC,CAD,139,SMB,2026-08-08T06:57:04Z,2026-09-26T17:30:00Z
SO-202608-00244,CDC-00000244,1,2026-08-08T07:11:32Z,AB,ACC,CAD,164.68,Enterprise,2026-08-08T07:15:51Z,2026-09-26T17:30:00Z
SO-202608-00245,CDC-00000245,1,2026-08-08T07:53:38Z,BC,DEV,CAD,1780.81,Consumer,2026-08-08T08:03:34Z,2026-09-26T17:30:00Z
SO-202608-00246,CDC-00000246,1,2026-08-08T08:23:57Z,BC,DEV,CAD,744.05,SMB,2026-08-08T08:28:12Z,2026-09-26T17:30:00Z
SO-202608-00247,CDC-00000247,1,2026-08-08T08:55:55Z,AB,ACC,CAD,128.7,Consumer,2026-08-08T09:05:38Z,2026-09-26T17:30:00Z
SO-202608-00248,CDC-00000248,1,2026-08-08T09:25:03Z,ON,ACC,CAD,74,Enterprise,2026-08-08T09:31:41Z,2026-09-26T17:30:00Z
SO-202608-00249,CDC-00000249,1,2026-08-08T09:33:22Z,BC,SVC,CAD,951.08,Enterprise,2026-08-08T09:38:57Z,2026-09-26T17:30:00Z
SO-202608-00250,CDC-00000250,1,2026-08-08T10:18:20Z,ON,DEV,USD,1345.92,Enterprise,2026-08-08T10:25:12Z,2026-09-26T17:30:00Z
SO-202608-00251,CDC-00000251,1,2026-08-08T12:44:10Z,AB,SVC,CAD,982.87,Consumer,2026-08-08T12:44:58Z,2026-09-26T17:30:00Z
SO-202608-00252,CDC-00000252,1,2026-08-08T14:31:44Z,QC,DEV,CAD,915.04,Consumer,2026-08-08T14:34:13Z,2026-09-26T17:30:00Z
SO-202608-00253,CDC-00000253,1,2026-08-08T14:42:34Z,ON,ACC,CAD,87.48,Consumer,2026-08-08T14:48:49Z,2026-09-26T17:30:00Z
SO-202608-00254,CDC-00000254,1,2026-08-08T15:02:46Z,ON,ACC,CAD,102.38,Enterprise,2026-08-08T15:10:51Z,2026-09-26T17:30:00Z
SO-202608-00255,CDC-00000255,1,2026-08-08T15:04:02Z,BC,SVC,CAD,436.19,SMB,2026-08-08T15:04:35Z,2026-09-26T17:30:00Z
SO-202608-00256,CDC-00000256,1,2026-08-08T15:38:01Z,QC,ACC,CAD,97.05,SMB,2026-08-08T15:40:36Z,2026-09-26T17:30:00Z
SO-202608-00257,CDC-00000257,1,2026-08-08T17:56:00Z,QC,DEV,CAD,2036.21,Consumer,2026-08-08T17:57:08Z,2026-09-26T17:30:00Z
SO-202608-00258,CDC-00000258,1,2026-08-08T18:00:56Z,BC,ACC,CAD,189.81,Enterprise,2026-08-08T18:03:15Z,2026-09-26T17:30:00Z
SO-202608-00259,CDC-00000259,1,2026-08-08T18:09:05Z,QC,DEV,CAD,894.89,SMB,2026-08-08T18:13:37Z,2026-09-26T17:30:00Z
SO-202608-00260,CDC-00000260,1,2026-08-08T19:48:44Z,ON,ACC,USD,32.55,SMB,2026-08-08T19:49:11Z,2026-09-26T17:30:00Z
SO-202608-00261,CDC-00000261,1,2026-08-08T22:01:15Z,ON,ACC,CAD,25.77,Enterprise,2026-08-08T22:02:22Z,2026-09-26T17:30:00Z
SO-202608-00262,CDC-00000262,1,2026-08-08T23:38:58Z,ON,DEV,CAD,2143.42,Enterprise,2026-08-08T23:43:21Z,2026-09-26T17:30:00Z
SO-202608-00263,CDC-00000263,1,2026-08-09T01:04:40Z,QC,ACC,USD,155.1,Consumer,2026-08-09T01:12:03Z,2026-09-26T17:30:00Z
SO-202608-00264,CDC-00000264,1,2026-08-09T01:16:44Z,ON,SVC,CAD,388.05,Consumer,2026-08-09T01:18:08Z,2026-09-26T17:30:00Z
SO-202608-00265,CDC-00000265,1,2026-08-09T02:01:19Z,ON,ACC,CAD,217.21,Consumer,2026-08-09T02:01:43Z,2026-09-26T17:30:00Z
SO-202608-00266,CDC-00000266,1,2026-08-09T02:23:47Z,ON,DEV,CAD,1697.15,Enterprise,2026-08-09T02:29:39Z,2026-09-26T17:30:00Z
SO-202608-00267,CDC-00000267,1,2026-08-09T02:34:55Z,BC,DEV,CAD,2366.04,SMB,2026-08-09T02:42:10Z,2026-09-26T17:30:00Z
SO-202608-00268,CDC-00000268,1,2026-08-09T03:51:08Z,QC,DEV,CAD,1208.42,Consumer,2026-08-09T04:00:10Z,2026-09-26T17:30:00Z
SO-202608-00269,CDC-00000269,1,2026-08-09T04:30:57Z,QC,DEV,CAD,431.34,SMB,2026-08-09T04:39:22Z,2026-09-26T17:30:00Z
SO-202608-00270,CDC-00000270,1,2026-08-09T04:40:36Z,QC,SVC,CAD,430.12,SMB,2026-08-09T04:48:24Z,2026-09-26T17:30:00Z
SO-202608-00271,CDC-00000271,1,2026-08-09T04:55:01Z,ON,DEV,CAD,1162.06,SMB,2026-08-09T05:02:52Z,2026-09-26T17:30:00Z
SO-202608-00272,CDC-00000272,1,2026-08-09T05:04:10Z,ON,ACC,CAD,29.33,Enterprise,2026-08-09T05:04:18Z,2026-09-26T17:30:00Z
SO-202608-00273,CDC-00000273,1,2026-08-09T06:00:48Z,ON,DEV,CAD,1980.04,Consumer,2026-08-09T06:00:48Z,2026-09-26T17:30:00Z
SO-202608-00274,CDC-00000274,1,2026-08-09T07:07:02Z,AB,ACC,CAD,115.59,Enterprise,2026-08-09T07:10:06Z,2026-09-26T17:30:00Z
SO-202608-00275,CDC-00000275,1,2026-08-09T07:18:30Z,AB,DEV,CAD,2026.71,Enterprise,2026-08-09T07:20:23Z,2026-09-26T17:30:00Z
SO-202608-00276,CDC-00000276,1,2026-08-09T07:24:20Z,AB,DEV,CAD,2319.55,Enterprise,2026-08-09T07:28:42Z,2026-09-26T17:30:00Z
SO-202608-00277,CDC-00000277,1,2026-08-09T07:57:25Z,QC,ACC,CAD,112.78,Consumer,2026-08-09T07:58:17Z,2026-09-26T17:30:00Z
SO-202608-00278,CDC-00000278,1,2026-08-09T08:19:29Z,ON,DEV,CAD,404.56,Consumer,2026-08-09T08:20:57Z,2026-09-26T17:30:00Z
SO-202608-00279,CDC-00000279,1,2026-08-09T08:19:39Z,BC,DEV,CAD,943.33,SMB,2026-08-09T08:28:00Z,2026-09-26T17:30:00Z
SO-202608-00280,CDC-00000280,1,2026-08-09T08:23:59Z,QC,ACC,CAD,212.97,Consumer,2026-08-09T08:30:31Z,2026-09-26T17:30:00Z
SO-202608-00281,CDC-00000281,1,2026-08-09T08:28:48Z,AB,DEV,USD,739.58,Enterprise,2026-08-09T08:30:21Z,2026-09-26T17:30:00Z
SO-202608-00282,CDC-00000282,1,2026-08-09T08:39:22Z,ON,SVC,CAD,1229.94,Enterprise,2026-08-09T08:48:44Z,2026-09-26T17:30:00Z
SO-202608-00283,CDC-00000283,1,2026-08-09T08:39:35Z,AB,ACC,CAD,209.12,Enterprise,2026-08-09T08:39:40Z,2026-09-26T17:30:00Z
SO-202608-00284,CDC-00000284,1,2026-08-09T08:51:54Z,BC,ACC,CAD,183.78,Enterprise,2026-08-09T08:58:59Z,2026-09-26T17:30:00Z
SO-202608-00285,CDC-00000285,1,2026-08-09T09:19:39Z,QC,SVC,CAD,1302.02,Enterprise,2026-08-09T09:27:20Z,2026-09-26T17:30:00Z
SO-202608-00286,CDC-00000286,1,2026-08-09T10:14:30Z,QC,DEV,CAD,2004.57,Enterprise,2026-08-09T10:20:19Z,2026-09-26T17:30:00Z
SO-202608-00287,CDC-00000287,1,2026-08-09T11:44:53Z,ON,ACC,CAD,60.18,Enterprise,2026-08-09T11:47:26Z,2026-09-26T17:30:00Z
SO-202608-00288,CDC-00000288,1,2026-08-09T13:02:27Z,AB,DEV,CAD,2223.42,Consumer,2026-08-09T13:09:40Z,2026-09-26T17:30:00Z
SO-202608-00289,CDC-00000289,1,2026-08-09T13:24:23Z,ON,ACC,CAD,95.46,Enterprise,2026-08-09T13:27:38Z,2026-09-26T17:30:00Z
SO-202608-00290,CDC-00000290,1,2026-08-09T13:35:03Z,AB,DEV,USD,1977.91,SMB,2026-08-09T13:37:24Z,2026-09-26T17:30:00Z
SO-202608-00291,CDC-00000291,1,2026-08-09T13:45:30Z,BC,DEV,CAD,530.53,Enterprise,2026-08-09T13:51:44Z,2026-09-26T17:30:00Z
SO-202608-00292,CDC-00000292,1,2026-08-09T14:07:07Z,BC,DEV,CAD,452.28,Consumer,2026-08-09T14:16:04Z,2026-09-26T17:30:00Z
SO-202608-00293,CDC-00000293,1,2026-08-09T14:20:42Z,QC,DEV,CAD,806.75,Enterprise,2026-08-09T14:21:45Z,2026-09-26T17:30:00Z
SO-202608-00294,CDC-00000294,1,2026-08-09T15:13:26Z,QC,ACC,CAD,169.09,Enterprise,2026-08-09T15:21:33Z,2026-09-26T17:30:00Z
SO-202608-00295,CDC-00000295,1,2026-08-09T15:38:06Z,QC,DEV,CAD,1099.37,Enterprise,2026-08-09T15:43:41Z,2026-09-26T17:30:00Z
SO-202608-00296,CDC-00000296,1,2026-08-09T15:52:41Z,BC,DEV,CAD,1338.85,SMB,2026-08-09T15:58:47Z,2026-09-26T17:30:00Z
SO-202608-00297,CDC-00000297,1,2026-08-09T16:25:39Z,QC,DEV,CAD,622.12,Consumer,2026-08-09T16:28:13Z,2026-09-26T17:30:00Z
SO-202608-00298,CDC-00000298,1,2026-08-09T17:10:00Z,QC,DEV,CAD,1667.06,SMB,2026-08-09T17:17:09Z,2026-09-26T17:30:00Z
SO-202608-00299,CDC-00000299,1,2026-08-09T17:57:48Z,QC,DEV,CAD,2289.35,SMB,2026-08-09T17:59:01Z,2026-09-26T17:30:00Z
SO-202608-00300,CDC-00000300,1,2026-08-09T18:31:22Z,ON,DEV,USD,1959.15,Consumer,2026-08-09T18:32:46Z,2026-09-26T17:30:00Z
SO-202608-00301,CDC-00000301,1,2026-08-09T18:47:48Z,AB,ACC,CAD,153.92,SMB,2026-08-09T18:52:16Z,2026-09-26T17:30:00Z
SO-202608-00302,CDC-00000302,1,2026-08-09T20:52:08Z,ON,DEV,USD,2037.3,Enterprise,2026-08-09T20:58:16Z,2026-09-26T17:30:00Z
SO-202608-00303,CDC-00000303,1,2026-08-09T21:30:40Z,ON,SVC,CAD,950.39,Enterprise,2026-08-09T21:40:10Z,2026-09-26T17:30:00Z
SO-202608-00304,CDC-00000304,1,2026-08-09T21:54:48Z,ON,DEV,USD,2106.49,Enterprise,2026-08-09T22:04:34Z,2026-09-26T17:30:00Z
SO-202608-00305,CDC-00000305,1,2026-08-09T22:04:00Z,ON,SVC,CAD,579.95,SMB,2026-08-09T22:09:44Z,2026-09-26T17:30:00Z
SO-202608-00306,CDC-00000306,1,2026-08-10T00:44:58Z,BC,ACC,CAD,185.35,Enterprise,2026-08-10T00:46:35Z,2026-09-26T17:30:00Z
SO-202608-00307,CDC-00000307,1,2026-08-10T00:59:23Z,ON,ACC,CAD,57.52,Consumer,2026-08-10T01:04:29Z,2026-09-26T17:30:00Z
SO-202608-00308,CDC-00000308,1,2026-08-10T01:35:47Z,ON,DEV,CAD,1549.34,Enterprise,2026-08-10T01:41:36Z,2026-09-26T17:30:00Z
SO-202608-00309,CDC-00000309,1,2026-08-10T03:52:24Z,ON,ACC,CAD,205.13,SMB,2026-08-10T04:00:45Z,2026-09-26T17:30:00Z
SO-202608-00310,CDC-00000310,1,2026-08-10T04:53:21Z,QC,DEV,CAD,1517.03,Enterprise,2026-08-10T05:01:33Z,2026-09-26T17:30:00Z
SO-202608-00311,CDC-00000311,1,2026-08-10T04:59:16Z,QC,DEV,CAD,1908.52,SMB,2026-08-10T05:07:51Z,2026-09-26T17:30:00Z
SO-202608-00312,CDC-00000312,1,2026-08-10T05:25:11Z,AB,SVC,CAD,573.23,Consumer,2026-08-10T05:25:35Z,2026-09-26T17:30:00Z
SO-202608-00313,CDC-00000313,1,2026-08-10T05:39:09Z,ON,SVC,CAD,689.84,SMB,2026-08-10T05:43:25Z,2026-09-26T17:30:00Z
SO-202608-00314,CDC-00000314,1,2026-08-10T06:52:46Z,QC,ACC,CAD,162.84,SMB,2026-08-10T06:56:56Z,2026-09-26T17:30:00Z
SO-202608-00315,CDC-00000315,1,2026-08-10T07:15:11Z,ON,SVC,CAD,958.18,Enterprise,2026-08-10T07:22:33Z,2026-09-26T17:30:00Z
SO-202608-00316,CDC-00000316,1,2026-08-10T07:34:06Z,ON,ACC,CAD,206.85,Consumer,2026-08-10T07:39:17Z,2026-09-26T17:30:00Z
SO-202608-00317,CDC-00000317,1,2026-08-10T07:36:55Z,BC,SVC,CAD,887.97,Enterprise,2026-08-10T07:42:33Z,2026-09-26T17:30:00Z
SO-202608-00318,CDC-00000318,1,2026-08-10T07:46:26Z,QC,ACC,CAD,91.51,Enterprise,2026-08-10T07:47:29Z,2026-09-26T17:30:00Z
SO-202608-00319,CDC-00000319,1,2026-08-10T07:48:23Z,QC,SVC,USD,492.4,SMB,2026-08-10T07:51:18Z,2026-09-26T17:30:00Z
SO-202608-00320,CDC-00000320,1,2026-08-10T07:53:42Z,ON,DEV,CAD,379.2,SMB,2026-08-10T08:01:11Z,2026-09-26T17:30:00Z
SO-202608-00321,CDC-00000321,1,2026-08-10T08:03:33Z,BC,DEV,USD,463.09,Enterprise,2026-08-10T08:08:59Z,2026-09-26T17:30:00Z
SO-202608-00322,CDC-00000322,1,2026-08-10T08:10:40Z,AB,ACC,CAD,35.18,Consumer,2026-08-10T08:16:36Z,2026-09-26T17:30:00Z
SO-202608-00323,CDC-00000323,1,2026-08-10T08:40:53Z,BC,ACC,CAD,145.91,SMB,2026-08-10T08:49:34Z,2026-09-26T17:30:00Z
SO-202608-00324,CDC-00000324,1,2026-08-10T09:15:11Z,ON,ACC,CAD,65.87,Enterprise,2026-08-10T09:20:41Z,2026-09-26T17:30:00Z
SO-202608-00325,CDC-00000325,1,2026-08-10T09:19:45Z,BC,DEV,CAD,788.58,SMB,2026-08-10T09:27:40Z,2026-09-26T17:30:00Z
SO-202608-00326,CDC-00000326,1,2026-08-10T10:57:40Z,ON,DEV,CAD,2155.33,Consumer,2026-08-10T10:59:31Z,2026-09-26T17:30:00Z
SO-202608-00327,CDC-00000327,1,2026-08-10T10:59:53Z,QC,ACC,CAD,98.24,SMB,2026-08-10T11:06:14Z,2026-09-26T17:30:00Z
SO-202608-00328,CDC-00000328,1,2026-08-10T11:03:04Z,QC,SVC,CAD,886.11,Consumer,2026-08-10T11:12:29Z,2026-09-26T17:30:00Z
SO-202608-00329,CDC-00000329,1,2026-08-10T11:28:06Z,ON,DEV,CAD,1280.12,Consumer,2026-08-10T11:34:57Z,2026-09-26T17:30:00Z
